中文名,外文名,机构属性,行动领域,细分行动领域,设立年份,所在地,官网,微信公众号,LinkedIn,机构介绍,参考资料
泰中东盟经贸促进会（泰国）湖南代表处,Thai-China ASEAN Development Association (TCDA) Hunan Representative Office,境外非政府组织,金融治理,经贸合作-商贸促进,2017,湖南长沙,,,,,
大韩民国仁川商工会议所驻威海代表处,Incheon Chamber of Commerce and Industry Weihai Representative Office,境外非政府组织,金融治理,商会服务-经贸合作,2017,山东威海,https://renchuan.dayoucs.com/,威海仁川馆,,,
克罗地亚经济商会上海代表处,Croatian Chamber of Economy (HGK) Shanghai Representative Office,境外非政府组织,金融治理,经贸合作-商会服务,2017,上海,https://www.hgk.hr/english,克罗地亚经济商会上海代表处,,,
国际道路运输联盟（瑞士）北京代表处,International Road Transport Union (IRU) Beijing Office,境外非政府组织,物流交通,交通运输-物流政策,2017,北京,https://www.iru.org/,IRU国际道路运输联盟,,,
欧洲广播联盟（瑞士）北京代表处,European Broadcasting Union (EBU) Beijing Office,境外非政府组织,文体交流,媒体合作-广播电视,2017,北京,https://www.ebu.ch/,,,,
谷物与饲料贸易协会（英国）北京办事处,Grain and Feed Trade Association (GAFTA) Beijing Office,境外非政府组织,农业食品,农业贸易-谷物饲料,2017,北京,http://www.gafta.com.cn/,,,,
落基山研究所（美国）北京代表处,Rocky Mountain Institute (RMI) Beijing Office,境外非政府组织,气候能源,能源转型-低碳发展,2017,北京,https://rmi.org.cn/,落基山研究所,,,
一般财团法人日中经济协会（日本）北京代表处,Japan-China Economic Association (JCEA) Beijing Representative Office,境外非政府组织,金融治理,经贸合作-产业交流,2017,北京,https://www.jc-web.or.jp/,,,,
中国-非洲总商会（马达加斯加）北京代表处,China-Africa General Association (Madagascar) (AGCA) Beijing Representative Office,境外非政府组织,金融治理,经贸合作-商会服务,2017,北京,http://cagatime.com/,,,,
德国学术交流中心北京代表处,Deutscher Akademischer Austauschdienst (DAAD) Beijing Representative Office,境外非政府组织,教育培养,教育交流-奖学金,2017,北京,https://www.daad.org.cn/zh/,DAAD留学德国/赴德研究,,,
C40城市气候领导联盟（美国）北京代表处,C40 Cities Climate Leadership Group (USA) Beijing Representative Office,境外非政府组织,气候能源,气候变化-低碳政策,2017,北京,https://www.c40.org/china-office/,C40城市气候领导联盟,,,
珍惜生命基金（香港）北京代表处,Care for Life Foundation Beijing Representative Office,境外非政府组织,公益服务,公益慈善-健康支持,2017,北京,https://www.careforlife.cn/,珍惜生命基金会,,,
加拿大中国委员会北京代表处,,境外非政府组织,金融治理,国际交流-经贸合作,2017,北京,,,,,
德国工业联合会北京代表处,Federation of German Industries (BDI) Beijing Office,境外非政府组织,金融治理,产业政策-经贸合作,2017,北京,https://bdi.eu/en,,,,
机械制造技术协会（美国）北京办事处,The Association for Manufacturing Technology (AMT) Beijing Office,境外非政府组织,产业制造,制造业技术-产业合作,2017,北京,https://www.amtonline.org/,美国机械制造技术协会,,,
无止桥慈善基金（香港）北京代表处,Wu Zhi Qiao (Bridge to China) Charitable Foundation Beijing Representative Office,境外非政府组织,公益服务,乡村建设-公益慈善,2017,北京,https://www.bridgetochina.org.hk/sc/,无止桥慈善基金,,,
韩国产业研究院北京代表处,"Korea Institute for Industrial Economics and Trade (KIET), Beijing Office",境外非政府组织,政策治理,产业研究-政策咨询,2017,北京,https://www.kiet.re.kr/en,,,,
爱心无国界基金会（美国）安徽代表处,Love Without Borders Foundation (LWB) Anhui Representative Office,境外非政府组织,公益服务,儿童关爱-教育公益,2017,安徽合肥,https://www.lwbkids.org/,,,,
韩国（财）全北特别自治道经济通商振兴院上海代表处,Jeonbuk Special Self-Governing Province Economic And Trade Promotion Agency Foundation Shanghai Representative Office,境外非政府组织,金融治理,经贸合作-产业促进,2017,上海,,韩国全北特别自治道上海代表处,,,
巴西出口投资促进局北京代表处,Brazilian Trade and Investment Promotion Agency (Apex-Brasil)  Beijing Representative Office,境外非政府组织,金融治理,贸易促进-投资合作,2017,北京,https://apexbrasil.com/,巴西出口投资促进局,,,
至善社会福利基金会（台湾）云南代表处,Yunnan Representative Office of Zhi-shan,境外非政府组织,公益服务,社会福利-教育支持,2017,云南丽江,https://www.zhi-shan.org/,至善基金会云南代表处,,,
苗圃行动（中国香港）云南办事处,Sowers Action Yunnan Office,境外非政府组织,教育培养,教育公益-乡村教育,2017,云南昆明,https://sowers.hk/,苗圃行动,,,
加拿大牛肉国际协会上海代表处,Canada Beef International Institute Shanghai Representative Office,境外非政府组织,农业食品,农业贸易-肉类产业,2017,上海,https://www.canadabeef.cn/,加拿大牛肉国际协会,,,
日本国际贸易促进协会北京代表处,Japanese Association for the Promotion of International Trade (JAPIT) Beijing Representative Office,境外非政府组织,金融治理,经贸合作-贸易促进,2017,北京,https://japit.or.jp/,,,,
传仁基金会（美国）云南办事处,Go and Love Foundation Yunnan Office,境外非政府组织,教育培养,教育公益-儿童发展,2017,云南昆明,https://golovefoundation.org/,,,,
智行基金会（香港）河南代表处,Chi Heng Foundation (CHF) Henan Representative Office,境外非政府组织,公益服务,教育与艾滋关怀-儿童支持,2017,河南郑州,https://chihengfoundation.com/,智行基金会,,,
亚洲动物基金有限公司（中国香港）四川办事处,Animals Asia Foundation (AAF) Sichuan Office,境外非政府组织,气候能源,动物保护-野生动物救助,2017,四川成都,https://www.animalsasia.org/,亚洲动物基金,,,
荷兰贸易促进委员会成都代表处,Netherlands Business Support Office Chengdu,境外非政府组织,金融治理,贸易促进-经贸合作,2017,四川成都,https://www.rvo.nl/onderwerpen/buitenlandnetwerk/nbso,荷兰贸易促进委员会NBSO,,,
日本公益财团法人岩手产业振兴中心大连代表处,Iwate Industry Promotion Center Dalian Representative Office,境外非政府组织,金融治理,产业振兴-投资促进,2017,辽宁大连,https://www.joho-iwate.or.jp/,日本东北岩手县,,,
日本公益财团法人富山国际中心大连代表处,Toyama International Center Dalian Representative Office,境外非政府组织,金融治理,国际交流-经贸合作,2017,辽宁大连,https://tic-toyama.or.jp/dalian/,日本富山县观光,,,
荷兰贸易促进委员会南京代表处,Netherlands Business Support Office Nanjing,境外非政府组织,金融治理,贸易促进-投资合作,2017,江苏南京,https://www.rvo.nl/onderwerpen/buitenlandnetwerk/nbso,荷兰贸易促进委员会NBSO,,,
法国国际展览业协会上海代表处,"Global Association of the Exhibition Industry (Union des Foires Internationales, UFI) Shanghai Representative Office",境外非政府组织,金融治理,会展产业-行业标准,2017,上海,https://www.ufi.org/,,,,
加拿大猪肉国际协会上海代表处,Canada Pork International Institute (CPI) Shanghai Representative Office,境外非政府组织,农业食品,农业贸易-猪肉产业,2017,上海,https://canadapork.com/,,,,
协同福利及教育基金（中国香港）云南办事处,Concordia Welfare & Education Foundation (CWEF) Yunnan Office,境外非政府组织,公益服务,教育公益-社会福利,2018,云南昆明,https://www.cwef.org.hk/,协同福利及教育基金,,,
消费品论坛（法国）上海代表处,Consumer Goods Forum (France) (CGF) Shanghai Representative Office,境外非政府组织,产业制造,消费品产业-可持续供应链,2018,上海,https://www.theconsumergoodsforum.com/,消费品论坛,,,
丝绸之路国际总商会（香港）上海代表处,Silk Road Chamber of International Commerce Shanghai Office,境外非政府组织,金融治理,经贸合作-商会服务,2018,上海,https://srcic.org/,丝绸之路国际总商会,,,
韩国对外经济政策研究院北京代表处,Korea Institute for International Economic Policy (KIEP) Beijing Office,境外非政府组织,政策治理,政策研究-国际经贸,2018,北京,https://www.kiep.go.kr/eng/,,,,
韩国（财）庆尚北道经济振兴院上海代表处,Gyeongbuk Economic Promotion Agency (GEPA) Shanghai Representative Office,境外非政府组织,金融治理,经贸促进-产业合作,2018,上海,https://www.gepa.kr/,,,,
台湾贸易中心上海代表处,Taiwan Trade Center (TTC) Shanghai Representative Office,境外非政府组织,金融治理,贸易促进-展会服务,2018,上海,,台湾贸易中心上海代表处,,,
德国机械设备制造业联合会北京代表处,Verband Deutscher Maschinen- und Anlagenbau (VDMA) Beijing Office ,境外非政府组织,产业制造,机械制造-产业合作,2018,北京,https://www.vdma.eu/de/office-china,VDMA Office,,,
中国色彩协会（法国）广西代表处,Couleurs de Chine Guangxi (CdC) Representative Office,境外非政府组织,文体交流,设计创意-色彩科学,2018,广西柳州,https://couleursdechine.org/,,,,
俄罗斯食品生产者与供应者协会上海代表处,Rusprodsoyuz Food Manufactures and Suppliers Association (Руспродсоюз) Shanghai Office,境外非政府组织,农业食品,食品贸易-农产品合作,2018,上海,https://rusprodsoyuz.ru/,,,,
世界宣明会-中国基金有限公司（香港）陕西代表处,World Vision China Foundation Limited Shaanxi Representative Office,境外非政府组织,公益服务,儿童发展-减贫,2018,陕西西安,https://www.worldvisionchina.org/,世界宣明会,,,
英国英中贸易协会上海代表处,China-Britain Business Council (CBBC) Shanghai Office,境外非政府组织,金融治理,贸易促进-投资合作,2018,上海,https://www.cbbc.org/,英中贸易协会,,,
日本公益财团法人新潟产业创造机构大连办事处,Niigata Industrial Creation Organization (NICO) Dalian Office,境外非政府组织,金融治理,产业振兴-投资促进,2018,辽宁大连,http://niigata-dalian.com/,日本新潟产业创造机构大连办事处,,,
美国仁美国际股份有限公司沈阳代表处,H'image Doctor International Clinic Shenyang,境外非政府组织,卫生健康,医疗公益-健康服务,2018,辽宁沈阳,https://www.himagedoctor.com/cn/,仁美中国,,,
国际航空运输协会（加拿大）北京办事处,International Air Transport Association (IATA) Beijing Office,境外非政府组织,物流交通,航空运输-行业治理,2018,北京,https://www.iata.org/,国际航协,,,
无烟草青少年行动基金（美国）北京代表处,Tobacco-Free Kids Action Fund (TFK) Beijing Representative Office,境外非政府组织,卫生健康,公共卫生-控烟倡议,2018,北京,https://tobaccofreeaction.org/,,,,
国际奥比斯（美国）北京代表处,Orbis International Beijing Representative Office,境外非政府组织,卫生健康,眼健康-医疗援助,2018,北京,https://orbis.org.cn/zh-hans,国际奥比斯,,,
乔治全球健康研究院（澳大利亚）北京代表处,George Institute for Global Health Beijing Representative Office,境外非政府组织,卫生健康,公共卫生-医学研究,2018,北京,https://www.georgeinstitute.org/,,,,
美国中国企业家协会北京代表处,USA China Entrepreneurs Association (UCEA) Beijing Representative Office,境外非政府组织,金融治理,企业家网络-投资合作,2018,北京,http://eng.ucea.org.cn/,美国中国企业家协会,,,
国际火锅产业联盟（香港）重庆代表处,International Chafing Dish Industry Alliance (ICDIA) Chongqing Representative Office,境外非政府组织,农业食品,餐饮产业-行业合作,2018,重庆,,国际火锅产业联盟,,,
